"back_hospital.yyyymmdd","back_hospital.area","back_hospital.sex","back_hospital.frequency"
20130720,"경북",1,1
20130720,"경북",2,0
20130720,"광주",1,1
20130720,"광주",2,0
20130720,"대구",1,2
20130720,"대구",2,0
20130720,"대전",1,1
20130720,"대전",2,0
20130720,"부산",1,3
20130720,"부산",2,1
20130720,"서울",1,5
20130720,"서울",2,3
20130720,"세종",1,0
20130720,"세종",2,0
20130720,"울산",1,0
20130720,"울산",2,1
20130720,"인천",1,3
20130720,"인천",2,1
20130720,"전남",1,2
20130720,"전남",2,2
20130720,"전북",1,1
20130720,"전북",2,1
20130720,"제주",1,0
20130720,"제주",2,1
20130720,"충남",1,1
20130720,"충남",2,3
20130720,"충북",1,2
20130720,"충북",2,1
20130721,"강원",1,1
20130721,"강원",2,3
20130721,"경기",1,3
20130721,"경기",2,6
20130721,"경남",1,1
20130721,"경남",2,1
20130721,"경북",1,3
20130721,"경북",2,0
20130721,"광주",1,0
20130721,"광주",2,0
20130721,"대구",1,1
20130721,"대구",2,2
20130721,"대전",1,0
20130721,"대전",2,0
20130721,"부산",1,2
20130721,"부산",2,4
20130721,"서울",1,1
20130721,"서울",2,7
20130721,"세종",1,0
20130721,"세종",2,0
20130721,"울산",1,0
20130721,"울산",2,0
20130721,"인천",1,0
20130721,"인천",2,1
20130721,"전남",1,0
20130721,"전남",2,1
20130721,"전북",1,3
20130721,"전북",2,0
20130721,"제주",1,1
20130721,"제주",2,0
20130721,"충남",1,4
20130721,"충남",2,1
20130721,"충북",1,1
20130721,"충북",2,0
20130722,"강원",1,0
20130722,"강원",2,0
20130722,"경기",1,5
20130722,"경기",2,6
20130722,"경남",1,5
20130722,"경남",2,4
20130722,"경북",1,6
20130722,"경북",2,3
20130722,"광주",1,2
20130722,"광주",2,0
20130722,"대구",1,0
20130722,"대구",2,1
20130722,"대전",1,2
20130722,"대전",2,0
20130722,"부산",1,2
20130722,"부산",2,1
20130722,"서울",1,2
20130722,"서울",2,3
20130722,"세종",1,0
20130722,"세종",2,0
20130722,"울산",1,0
20130722,"울산",2,0
20130722,"인천",1,2
20130722,"인천",2,0
20130722,"전남",1,0
20130722,"전남",2,0
20130722,"전북",1,0
20130722,"전북",2,2
20130722,"제주",1,0
20130722,"제주",2,0
20130722,"충남",1,1
20130722,"충남",2,1
20130722,"충북",1,1
20130722,"충북",2,2
20130723,"강원",1,2
20130723,"강원",2,0
20130723,"경기",1,6
20130723,"경기",2,3
20130723,"경남",1,1
20130723,"경남",2,1
20130723,"경북",1,3
20130723,"경북",2,2
20130723,"광주",1,0
20130723,"광주",2,0
20130723,"대구",1,3
20130723,"대구",2,0
20130723,"대전",1,0
20130723,"대전",2,0
20130723,"부산",1,2
20130723,"부산",2,1
20130723,"서울",1,1
20130723,"서울",2,2
20130723,"세종",1,0
20130723,"세종",2,0
20130723,"울산",1,0
20130723,"울산",2,1
20130723,"인천",1,2
20130723,"인천",2,2
20130723,"전남",1,0
20130723,"전남",2,4
20130723,"전북",1,4
20130723,"전북",2,2
20130723,"제주",1,1
20130723,"제주",2,0
20130723,"충남",1,1
20130723,"충남",2,1
20130723,"충북",1,3
20130723,"충북",2,2
20130724,"강원",1,0
20130724,"강원",2,0
20130724,"경기",1,8
20130724,"경기",2,8
20130724,"경남",1,2
20130724,"경남",2,1
20130724,"경북",1,1
20130724,"경북",2,2
20130724,"광주",1,0
20130724,"광주",2,0
20130724,"대구",1,1
20130724,"대구",2,1
20130724,"대전",1,0
20130724,"대전",2,1
20130724,"부산",1,4
20130724,"부산",2,2
20130724,"서울",1,4
20130724,"서울",2,1
20130724,"세종",1,0
20130724,"세종",2,0
20130724,"울산",1,0
20130724,"울산",2,1
20130724,"인천",1,0
20130724,"인천",2,2
20130724,"전남",1,2
20130724,"전남",2,0
20130724,"전북",1,1
20130724,"전북",2,1
20130724,"제주",1,0
20130724,"제주",2,0
20130724,"충남",1,2
20130724,"충남",2,3
20130724,"충북",1,1
20130724,"충북",2,0
20130725,"강원",1,3
20130725,"강원",2,1
20130725,"경기",1,4
20130725,"경기",2,5
20130725,"경남",1,0
20130725,"경남",2,0
20130725,"경북",1,5
20130725,"경북",2,2
20130725,"광주",1,3
20130725,"광주",2,0
20130725,"대구",1,0
20130725,"대구",2,0
20130725,"대전",1,0
20130725,"대전",2,1
20130725,"부산",1,1
20130725,"부산",2,0
20130725,"서울",1,4
20130725,"서울",2,3
20130725,"세종",1,0
20130725,"세종",2,0
20130725,"울산",1,1
20130725,"울산",2,0
20130725,"인천",1,0
20130725,"인천",2,1
20130725,"전남",1,0
20130725,"전남",2,2
20130725,"전북",1,0
20130725,"전북",2,3
20130725,"제주",1,1
20130725,"제주",2,1
20130725,"충남",1,2
20130725,"충남",2,1
20130725,"충북",1,0
20130725,"충북",2,0
20130726,"강원",1,1
20130726,"강원",2,0
20130726,"경기",1,5
20130726,"경기",2,2
20130726,"경남",1,1
20130726,"경남",2,3
20130726,"경북",1,0
20130726,"경북",2,3
20130726,"광주",1,0
20130726,"광주",2,2
20130726,"대구",1,1
20130726,"대구",2,0
20130726,"대전",1,0
20130726,"대전",2,0
20130726,"부산",1,1
20130726,"부산",2,1
20130726,"서울",1,3
20130726,"서울",2,1
20130726,"세종",1,0
20130726,"세종",2,0
20130726,"울산",1,0
20130726,"울산",2,1
20130726,"인천",1,0
20130726,"인천",2,1
20130726,"전남",1,0
20130726,"전남",2,1
20130726,"전북",1,3
20130726,"전북",2,2
20130726,"제주",1,1
20130726,"제주",2,1
20130726,"충남",1,2
20130726,"충남",2,1
20130726,"충북",1,1
20130726,"충북",2,0
20130727,"강원",1,2
20130727,"강원",2,1
20130727,"경기",1,3
20130727,"경기",2,2
20130727,"경남",1,2
20130727,"경남",2,1
20130727,"경북",1,4
20130727,"경북",2,1
20130727,"광주",1,0
20130727,"광주",2,0
20130727,"대구",1,0
20130727,"대구",2,0
20130727,"대전",1,0
20130727,"대전",2,0
20130727,"부산",1,0
20130727,"부산",2,0
20130727,"서울",1,4
20130727,"서울",2,3
20130727,"세종",1,0
20130727,"세종",2,1
20130727,"울산",1,0
20130727,"울산",2,0
20130727,"인천",1,2
20130727,"인천",2,0
20130727,"전남",1,1
20130727,"전남",2,1
20130727,"전북",1,2
20130727,"전북",2,1
20130727,"제주",1,1
20130727,"제주",2,0
20130727,"충남",1,3
20130727,"충남",2,1
20130727,"충북",1,1
20130727,"충북",2,0
20130728,"강원",1,4
20130728,"강원",2,0
20130728,"경기",1,3
20130728,"경기",2,7
20130728,"경남",1,0
20130728,"경남",2,0
20130728,"경북",1,3
20130728,"경북",2,2
20130728,"광주",1,0
20130728,"광주",2,1
20130728,"대구",1,0
20130728,"대구",2,2
20130728,"대전",1,1
20130728,"대전",2,0
20130728,"부산",1,1
20130728,"부산",2,2
20130728,"서울",1,4
20130728,"서울",2,2
20130728,"세종",1,0
20130728,"세종",2,0
20130728,"울산",1,1
20130728,"울산",2,0
20130728,"인천",1,1
20130728,"인천",2,0
20130728,"전남",1,0
20130728,"전남",2,3
20130728,"전북",1,2
20130728,"전북",2,0
20130728,"제주",1,0
20130728,"제주",2,0
20130728,"충남",1,0
20130728,"충남",2,0
20130728,"충북",1,0
20130728,"충북",2,1
20130729,"강원",1,2
20130729,"강원",2,1
20130729,"경기",1,6
20130729,"경기",2,7
20130729,"경남",1,6
20130729,"경남",2,2
20130729,"경북",1,4
20130729,"경북",2,3
20130729,"광주",1,0
20130729,"광주",2,0
20130729,"대구",1,1
20130729,"대구",2,1
20130729,"대전",1,1
20130729,"대전",2,1
20130729,"부산",1,2
20130729,"부산",2,1
20130729,"서울",1,3
20130729,"서울",2,3
20130729,"세종",1,0
20130729,"세종",2,0
20130729,"울산",1,0
20130729,"울산",2,1
20130729,"인천",1,4
20130729,"인천",2,1
20130729,"전남",1,0
20130729,"전남",2,0
20130729,"전북",1,1
20130729,"전북",2,0
20130729,"제주",1,0
20130729,"제주",2,0
20130729,"충남",1,3
20130729,"충남",2,2
20130729,"충북",1,2
20130729,"충북",2,3
20130730,"강원",1,1
20130730,"강원",2,2
20130730,"경기",1,2
20130730,"경기",2,2
20130730,"경남",1,3
20130730,"경남",2,2
20130730,"경북",1,4
20130730,"경북",2,1
20130730,"광주",1,0
20130730,"광주",2,0
20130730,"대구",1,2
20130730,"대구",2,0
20130730,"대전",1,2
20130730,"대전",2,1
20130730,"부산",1,3
20130730,"부산",2,2
20130730,"서울",1,3
20130730,"서울",2,7
20130730,"세종",1,0
20130730,"세종",2,0
20130730,"울산",1,1
20130730,"울산",2,0
20130730,"인천",1,1
20130730,"인천",2,1
20130730,"전남",1,1
20130730,"전남",2,0
20130730,"전북",1,1
20130730,"전북",2,1
20130730,"제주",1,1
20130730,"제주",2,0
20130730,"충남",1,1
20130730,"충남",2,0
20130730,"충북",1,0
20130730,"충북",2,1
20130731,"강원",1,0
20130731,"강원",2,0
20130731,"경기",1,9
20130731,"경기",2,4
20130731,"경남",1,2
20130731,"경남",2,3
20130731,"경북",1,5
20130731,"경북",2,6
20130731,"광주",1,0
20130731,"광주",2,1
20130731,"대구",1,0
20130731,"대구",2,2
20130731,"대전",1,1
20130731,"대전",2,3
20130731,"부산",1,4
20130731,"부산",2,1
20130731,"서울",1,2
20130731,"서울",2,4
20130731,"세종",1,0
20130731,"세종",2,0
20130731,"울산",1,0
20130731,"울산",2,0
20130731,"인천",1,2
20130731,"인천",2,1
20130731,"전남",1,0
20130731,"전남",2,2
20130731,"전북",1,1
20130731,"전북",2,1
20130731,"제주",1,0
20130731,"제주",2,0
20130731,"충남",1,1
20130731,"충남",2,3
20130731,"충북",1,1
20130731,"충북",2,0
20130801,"강원",1,3
20130801,"강원",2,0
20130801,"경기",1,12
20130801,"경기",2,5
20130801,"경남",1,0
20130801,"경남",2,6
20130801,"경북",1,5
20130801,"경북",2,1
20130801,"광주",1,0
20130801,"광주",2,3
20130801,"대구",1,3
20130801,"대구",2,1
20130801,"대전",1,1
20130801,"대전",2,0
20130801,"부산",1,6
20130801,"부산",2,5
20130801,"서울",1,12
20130801,"서울",2,4
20130801,"세종",1,0
20130801,"세종",2,0
20130801,"울산",1,1
20130801,"울산",2,0
20130801,"인천",1,1
20130801,"인천",2,1
20130801,"전남",1,5
20130801,"전남",2,3
20130801,"전북",1,3
20130801,"전북",2,0
20130801,"제주",1,1
20130801,"제주",2,0
20130801,"충남",1,4
20130801,"충남",2,1
20130801,"충북",1,3
20130801,"충북",2,1
20130802,"강원",1,0
20130802,"강원",2,1
20130802,"경기",1,4
20130802,"경기",2,10
20130802,"경남",1,2
20130802,"경남",2,5
20130802,"경북",1,2
20130802,"경북",2,1
20130802,"광주",1,0
20130802,"광주",2,1
20130802,"대구",1,0
20130802,"대구",2,1
20130802,"대전",1,1
20130802,"대전",2,0
20130802,"부산",1,5
20130802,"부산",2,1
20130802,"서울",1,4
20130802,"서울",2,5
20130802,"세종",1,1
20130802,"세종",2,1
20130802,"울산",1,0
20130802,"울산",2,0
20130802,"인천",1,1
20130802,"인천",2,2
20130802,"전남",1,5
20130802,"전남",2,3
20130802,"전북",1,1
20130802,"전북",2,2
20130802,"제주",1,0
20130802,"제주",2,0
20130802,"충남",1,0
20130802,"충남",2,3
20130802,"충북",1,0
20130802,"충북",2,0
20130803,"강원",1,0
20130803,"강원",2,2
20130803,"경기",1,4
20130803,"경기",2,3
20130803,"경남",1,0
20130803,"경남",2,1
20130803,"경북",1,3
20130803,"경북",2,2
20130803,"광주",1,0
20130803,"광주",2,1
20130803,"대구",1,0
20130803,"대구",2,2
20130803,"대전",1,2
20130803,"대전",2,0
20130803,"부산",1,2
20130803,"부산",2,0
20130803,"서울",1,2
20130803,"서울",2,2
20130803,"세종",1,0
20130803,"세종",2,0
20130803,"울산",1,0
20130803,"울산",2,1
20130803,"인천",1,1
20130803,"인천",2,0
20130803,"전남",1,0
20130803,"전남",2,2
20130803,"전북",1,1
20130803,"전북",2,1
20130803,"제주",1,0
20130803,"제주",2,1
20130803,"충남",1,0
20130803,"충남",2,0
20130803,"충북",1,1
20130803,"충북",2,0
20130804,"강원",1,0
20130804,"강원",2,3
20130804,"경기",1,3
20130804,"경기",2,4
20130804,"경남",1,2
20130804,"경남",2,0
20130804,"경북",1,0
20130804,"경북",2,0
20130804,"광주",1,0
20130804,"광주",2,1
20130804,"대구",1,0
20130804,"대구",2,0
20130804,"대전",1,0
20130804,"대전",2,2
20130804,"부산",1,0
20130804,"부산",2,2
20130804,"서울",1,2
20130804,"서울",2,6
20130804,"세종",1,0
20130804,"세종",2,1
20130804,"울산",1,0
20130804,"울산",2,0
20130804,"인천",1,1
20130804,"인천",2,1
20130804,"전남",1,1
20130804,"전남",2,0
20130804,"전북",1,0
20130804,"전북",2,1
20130804,"제주",1,0
20130804,"제주",2,1
20130804,"충남",1,1
20130804,"충남",2,0
20130804,"충북",1,1
20130804,"충북",2,0
20130805,"강원",1,0
20130805,"강원",2,2
20130805,"경기",1,3
20130805,"경기",2,5
20130805,"경남",1,3
20130805,"경남",2,1
20130805,"경북",1,1
20130805,"경북",2,2
20130805,"광주",1,1
20130805,"광주",2,1
20130805,"대구",1,1
20130805,"대구",2,1
20130805,"대전",1,1
20130805,"대전",2,0
20130805,"부산",1,6
20130805,"부산",2,3
20130805,"서울",1,3
20130805,"서울",2,3
20130805,"세종",1,0
20130805,"세종",2,0
20130805,"울산",1,1
20130805,"울산",2,0
20130805,"인천",1,0
20130805,"인천",2,2
20130805,"전남",1,2
20130805,"전남",2,2
20130805,"전북",1,2
20130805,"전북",2,1
20130805,"제주",1,0
20130805,"제주",2,0
20130805,"충남",1,1
20130805,"충남",2,2
20130805,"충북",1,1
20130805,"충북",2,2
20130806,"강원",1,4
20130806,"강원",2,3
20130806,"경기",1,10
20130806,"경기",2,4
20130806,"경남",1,3
20130806,"경남",2,1
20130806,"경북",1,4
20130806,"경북",2,1
20130806,"광주",1,0
20130806,"광주",2,2
20130806,"대구",1,1
20130806,"대구",2,3
20130806,"대전",1,0
20130806,"대전",2,1
20130806,"부산",1,4
20130806,"부산",2,3
20130806,"서울",1,3
20130806,"서울",2,3
20130806,"세종",1,0
20130806,"세종",2,0
20130806,"울산",1,1
20130806,"울산",2,1
20130806,"인천",1,1
20130806,"인천",2,3
20130806,"전남",1,2
20130806,"전남",2,2
20130806,"전북",1,1
20130806,"전북",2,2
20130806,"제주",1,1
20130806,"제주",2,0
20130806,"충남",1,3
20130806,"충남",2,2
20130806,"충북",1,1
20130806,"충북",2,2
20130807,"강원",1,0
20130807,"강원",2,0
20130807,"경기",1,5
20130807,"경기",2,7
20130807,"경남",1,3
20130807,"경남",2,2
20130807,"경북",1,2
20130807,"경북",2,3
20130807,"광주",1,1
20130807,"광주",2,3
20130807,"대구",1,0
20130807,"대구",2,0
20130807,"대전",1,2
20130807,"대전",2,0
20130807,"부산",1,1
20130807,"부산",2,2
20130807,"서울",1,1
20130807,"서울",2,0
20130807,"세종",1,0
20130807,"세종",2,0
20130807,"울산",1,0
20130807,"울산",2,1
20130807,"인천",1,1
20130807,"인천",2,1
20130807,"전남",1,3
20130807,"전남",2,2
20130807,"전북",1,1
20130807,"전북",2,1
20130807,"제주",1,0
20130807,"제주",2,0
20130807,"충남",1,1
20130807,"충남",2,1
20130807,"충북",1,1
20130807,"충북",2,1
20130808,"강원",1,0
20130808,"강원",2,1
20130808,"경기",1,4
20130808,"경기",2,6
20130808,"경남",1,2
20130808,"경남",2,1
20130808,"경북",1,1
20130808,"경북",2,1
20130808,"광주",1,0
20130808,"광주",2,3
20130808,"대구",1,0
20130808,"대구",2,0
20130808,"대전",1,1
20130808,"대전",2,1
20130808,"부산",1,0
20130808,"부산",2,0
20130808,"서울",1,5
20130808,"서울",2,8
20130808,"세종",1,0
20130808,"세종",2,0
20130808,"울산",1,1
20130808,"울산",2,0
20130808,"인천",1,1
20130808,"인천",2,0
20130808,"전남",1,3
20130808,"전남",2,2
20130808,"전북",1,1
20130808,"전북",2,1
20130808,"제주",1,0
20130808,"제주",2,1
20130808,"충남",1,3
20130808,"충남",2,0
20130808,"충북",1,1
20130808,"충북",2,3
20130809,"강원",1,1
20130809,"강원",2,0
20130809,"경기",1,7
20130809,"경기",2,5
20130809,"경남",1,2
20130809,"경남",2,0
20130809,"경북",1,2
20130809,"경북",2,4
20130809,"광주",1,0
20130809,"광주",2,0
20130809,"대구",1,1
20130809,"대구",2,1
20130809,"대전",1,1
20130809,"대전",2,1
20130809,"부산",1,1
20130809,"부산",2,1
20130809,"서울",1,2
20130809,"서울",2,2
20130809,"세종",1,0
20130809,"세종",2,0
20130809,"울산",1,0
20130809,"울산",2,0
20130809,"인천",1,2
20130809,"인천",2,1
20130809,"전남",1,4
20130809,"전남",2,4
20130809,"전북",1,0
20130809,"전북",2,0
20130809,"제주",1,0
20130809,"제주",2,0
20130809,"충남",1,1
20130809,"충남",2,1
20130809,"충북",1,3
20130809,"충북",2,1
20130810,"강원",1,0
20130810,"강원",2,1
20130810,"경기",1,5
20130810,"경기",2,4
20130810,"경남",1,3
20130810,"경남",2,1
20130810,"경북",1,0
20130810,"경북",2,1
20130810,"광주",1,2
20130810,"광주",2,0
20130810,"대구",1,2
20130810,"대구",2,1
20130810,"대전",1,1
20130810,"대전",2,0
20130810,"부산",1,2
20130810,"부산",2,2
20130810,"서울",1,1
20130810,"서울",2,1
20130810,"세종",1,0
20130810,"세종",2,0
20130810,"울산",1,0
20130810,"울산",2,0
20130810,"인천",1,2
20130810,"인천",2,2
20130810,"전남",1,1
20130810,"전남",2,0
20130810,"전북",1,1
20130810,"전북",2,1
20130810,"제주",1,0
20130810,"제주",2,1
20130810,"충남",1,0
20130810,"충남",2,2
20130810,"충북",1,5
20130810,"충북",2,0
20130811,"강원",1,0
20130811,"강원",2,0
20130811,"경기",1,3
20130811,"경기",2,2
20130811,"경남",1,1
20130811,"경남",2,2
20130811,"경북",1,0
20130811,"경북",2,0
20130811,"광주",1,0
20130811,"광주",2,1
20130811,"대구",1,0
20130811,"대구",2,0
20130811,"대전",1,0
20130811,"대전",2,0
20130811,"부산",1,1
20130811,"부산",2,0
20130811,"서울",1,3
20130811,"서울",2,4
20130811,"세종",1,0
20130811,"세종",2,0
20130811,"울산",1,1
20130811,"울산",2,0
20130811,"인천",1,1
20130811,"인천",2,2
20130811,"전남",1,0
20130811,"전남",2,3
20130811,"전북",1,0
20130811,"전북",2,1
20130811,"제주",1,0
20130811,"제주",2,0
20130811,"충남",1,0
20130811,"충남",2,0
20130811,"충북",1,0
20130811,"충북",2,0
20130812,"강원",1,0
20130812,"강원",2,1
20130812,"경기",1,2
20130812,"경기",2,5
20130812,"경남",1,6
20130812,"경남",2,3
20130812,"경북",1,1
20130812,"경북",2,0
20130812,"광주",1,3
20130812,"광주",2,4
20130812,"대구",1,2
20130812,"대구",2,2
20130812,"대전",1,0
20130812,"대전",2,2
20130812,"부산",1,5
20130812,"부산",2,4
20130812,"서울",1,3
20130812,"서울",2,2
20130812,"세종",1,0
20130812,"세종",2,0
20130812,"울산",1,1
20130812,"울산",2,1
20130812,"인천",1,2
20130812,"인천",2,3
20130812,"전남",1,1
20130812,"전남",2,2
20130812,"전북",1,2
20130812,"전북",2,1
20130812,"제주",1,0
20130812,"제주",2,1
20130812,"충남",1,1
20130812,"충남",2,2
20130812,"충북",1,3
20130812,"충북",2,2
20130813,"강원",1,4
20130813,"강원",2,0
20130813,"경기",1,4
20130813,"경기",2,4
20130813,"경남",1,0
20130813,"경남",2,1
20130813,"경북",1,2
20130813,"경북",2,2
20130813,"광주",1,0
20130813,"광주",2,0
20130813,"대구",1,0
20130813,"대구",2,3
20130813,"대전",1,1
20130813,"대전",2,0
20130813,"부산",1,1
20130813,"부산",2,0
20130813,"서울",1,3
20130813,"서울",2,3
20130813,"세종",1,0
20130813,"세종",2,0
20130813,"울산",1,1
20130813,"울산",2,1
20130813,"인천",1,1
20130813,"인천",2,0
20130813,"전남",1,4
20130813,"전남",2,5
20130813,"전북",1,1
20130813,"전북",2,2
20130813,"제주",1,0
20130813,"제주",2,0
20130813,"충남",1,1
20130813,"충남",2,1
20130813,"충북",1,0
20130813,"충북",2,1
20130814,"강원",1,4
20130814,"강원",2,0
20130814,"경기",1,4
20130814,"경기",2,3
20130814,"경남",1,1
20130814,"경남",2,2
20130814,"경북",1,1
20130814,"경북",2,2
20130814,"광주",1,0
20130814,"광주",2,0
20130814,"대구",1,1
20130814,"대구",2,0
20130814,"대전",1,0
20130814,"대전",2,0
20130814,"부산",1,2
20130814,"부산",2,3
20130814,"서울",1,4
20130814,"서울",2,4
20130814,"세종",1,0
20130814,"세종",2,0
20130814,"울산",1,1
20130814,"울산",2,1
20130814,"인천",1,0
20130814,"인천",2,1
20130814,"전남",1,2
20130814,"전남",2,3
20130814,"전북",1,1
20130814,"전북",2,1
20130814,"제주",1,0
20130814,"제주",2,0
20130814,"충남",1,1
20130814,"충남",2,2
20130814,"충북",1,0
20130814,"충북",2,2
20130815,"강원",1,0
20130815,"강원",2,0
20130815,"경기",1,5
20130815,"경기",2,6
20130815,"경남",1,1
20130815,"경남",2,0
20130815,"경북",1,1
20130815,"경북",2,2
20130815,"광주",1,2
20130815,"광주",2,1
20130815,"대구",1,1
20130815,"대구",2,0
20130815,"대전",1,1
20130815,"대전",2,1
20130815,"부산",1,1
20130815,"부산",2,2
20130815,"서울",1,5
20130815,"서울",2,1
20130815,"세종",1,0
20130815,"세종",2,0
20130815,"울산",1,1
20130815,"울산",2,0
20130815,"인천",1,2
20130815,"인천",2,1
20130815,"전남",1,2
20130815,"전남",2,1
20130815,"전북",1,2
20130815,"전북",2,2
20130815,"제주",1,0
20130815,"제주",2,0
20130815,"충남",1,1
20130815,"충남",2,0
20130815,"충북",1,3
20130815,"충북",2,0
20130816,"강원",1,1
20130816,"강원",2,2
20130816,"경기",1,2
20130816,"경기",2,2
20130816,"경남",1,1
20130816,"경남",2,1
20130816,"경북",1,1
20130816,"경북",2,0
20130816,"광주",1,1
20130816,"광주",2,0
20130816,"대구",1,2
20130816,"대구",2,0
20130816,"대전",1,1
20130816,"대전",2,1
20130816,"부산",1,4
20130816,"부산",2,1
20130816,"서울",1,9
20130816,"서울",2,4
20130816,"세종",1,0
20130816,"세종",2,0
20130816,"울산",1,0
20130816,"울산",2,0
20130816,"인천",1,0
20130816,"인천",2,1
20130816,"전남",1,1
20130816,"전남",2,0
20130816,"전북",1,5
20130816,"전북",2,2
20130816,"제주",1,0
20130816,"제주",2,1
20130816,"충남",1,0
20130816,"충남",2,2
20130816,"충북",1,3
20130816,"충북",2,1
20130817,"강원",1,0
20130817,"강원",2,0
20130817,"경기",1,1
20130817,"경기",2,4
20130817,"경남",1,0
20130817,"경남",2,4
20130817,"경북",1,2
20130817,"경북",2,1
20130817,"광주",1,1
20130817,"광주",2,0
20130817,"대구",1,0
20130817,"대구",2,2
20130817,"대전",1,0
20130817,"대전",2,1
20130817,"부산",1,1
20130817,"부산",2,1
20130817,"서울",1,3
20130817,"서울",2,6
20130817,"세종",1,0
20130817,"세종",2,0
20130817,"울산",1,0
20130817,"울산",2,1
20130817,"인천",1,5
20130817,"인천",2,1
20130817,"전남",1,2
20130817,"전남",2,1
20130817,"전북",1,0
20130817,"전북",2,0
20130817,"제주",1,0
20130817,"제주",2,0
20130817,"충남",1,2
20130817,"충남",2,0
20130817,"충북",1,0
20130817,"충북",2,0
20130818,"강원",1,2
20130818,"강원",2,1
20130818,"경기",1,2
20130818,"경기",2,4
20130818,"경남",1,1
20130818,"경남",2,3
20130818,"경북",1,0
20130818,"경북",2,0
20130818,"광주",1,0
20130818,"광주",2,1
20130818,"대구",1,2
20130818,"대구",2,2
20130818,"대전",1,2
20130818,"대전",2,0
20130818,"부산",1,2
20130818,"부산",2,0
20130818,"서울",1,8
20130818,"서울",2,5
20130818,"세종",1,0
20130818,"세종",2,0
20130818,"울산",1,2
20130818,"울산",2,0
20130818,"인천",1,1
20130818,"인천",2,1
20130818,"전남",1,1
20130818,"전남",2,1
20130818,"전북",1,2
20130818,"전북",2,1
20130818,"제주",1,0
20130818,"제주",2,0
20130818,"충남",1,0
20130818,"충남",2,1
20130818,"충북",1,0
20130818,"충북",2,0
20130819,"강원",1,0
20130819,"강원",2,1
20130819,"경기",1,8
20130819,"경기",2,10
20130819,"경남",1,2
20130819,"경남",2,2
20130819,"경북",1,5
20130819,"경북",2,2
20130819,"광주",1,2
20130819,"광주",2,0
20130819,"대구",1,1
20130819,"대구",2,2
20130819,"대전",1,1
20130819,"대전",2,0
20130819,"부산",1,7
20130819,"부산",2,2
20130819,"서울",1,2
20130819,"서울",2,5
20130819,"세종",1,0
20130819,"세종",2,0
20130819,"울산",1,0
20130819,"울산",2,0
20130819,"인천",1,2
20130819,"인천",2,0
20130819,"전남",1,3
20130819,"전남",2,1
20130819,"전북",1,0
20130819,"전북",2,3
20130819,"제주",1,0
20130819,"제주",2,0
20130819,"충남",1,0
20130819,"충남",2,1
20130819,"충북",1,1
20130819,"충북",2,1
20130820,"강원",1,1
20130820,"강원",2,0
20130820,"경기",1,8
20130820,"경기",2,1
20130820,"경남",1,3
20130820,"경남",2,2
20130820,"경북",1,1
20130820,"경북",2,2
20130820,"광주",1,1
20130820,"광주",2,0
20130820,"대구",1,1
20130820,"대구",2,0
20130820,"대전",1,1
20130820,"대전",2,0
20130820,"부산",1,2
20130820,"부산",2,3
20130820,"서울",1,7
20130820,"서울",2,3
20130820,"세종",1,0
20130820,"세종",2,0
20130820,"울산",1,0
20130820,"울산",2,2
20130820,"인천",1,2
20130820,"인천",2,2
20130820,"전남",1,3
20130820,"전남",2,0
20130820,"전북",1,0
20130820,"전북",2,2
20130820,"제주",1,0
20130820,"제주",2,0
20130820,"충남",1,0
20130820,"충남",2,2
20130820,"충북",1,3
20130820,"충북",2,1
20130821,"강원",1,3
20130821,"강원",2,1
20130821,"경기",1,5
20130821,"경기",2,5
20130821,"경남",1,2
20130821,"경남",2,4
20130821,"경북",1,2
20130821,"경북",2,8
20130821,"광주",1,0
20130821,"광주",2,0
20130821,"대구",1,0
20130821,"대구",2,0
20130821,"대전",1,0
20130821,"대전",2,0
20130821,"부산",1,3
20130821,"부산",2,2
20130821,"서울",1,1
20130821,"서울",2,5
20130821,"세종",1,0
20130821,"세종",2,0
20130821,"울산",1,0
20130821,"울산",2,0
20130821,"인천",1,0
20130821,"인천",2,2
20130821,"전남",1,1
20130821,"전남",2,1
20130821,"전북",1,1
20130821,"전북",2,0
20130821,"제주",1,0
20130821,"제주",2,0
20130821,"충남",1,0
20130821,"충남",2,1
20130821,"충북",1,2
20130821,"충북",2,2
20130822,"강원",1,2
20130822,"강원",2,0
20130822,"경기",1,4
20130822,"경기",2,7
20130822,"경남",1,4
20130822,"경남",2,1
20130822,"경북",1,1
20130822,"경북",2,2
20130822,"광주",1,0
20130822,"광주",2,0
20130822,"대구",1,1
20130822,"대구",2,0
20130822,"대전",1,0
20130822,"대전",2,2
20130822,"부산",1,0
20130822,"부산",2,3
20130822,"서울",1,7
20130822,"서울",2,1
20130822,"세종",1,0
20130822,"세종",2,0
20130822,"울산",1,0
20130822,"울산",2,2
20130822,"인천",1,0
20130822,"인천",2,0
20130822,"전남",1,2
20130822,"전남",2,2
20130822,"전북",1,0
20130822,"전북",2,1
20130822,"제주",1,0
20130822,"제주",2,1
20130822,"충남",1,0
20130822,"충남",2,0
20130822,"충북",1,4
20130822,"충북",2,0
20130823,"강원",1,2
20130823,"강원",2,1
20130823,"경기",1,4
20130823,"경기",2,3
20130823,"경남",1,2
20130823,"경남",2,2
20130823,"경북",1,2
20130823,"경북",2,4
20130823,"광주",1,0
20130823,"광주",2,1
20130823,"대구",1,1
20130823,"대구",2,2
20130823,"대전",1,1
